trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
3062,False,"{'a': 0.002, 'e': 0.002194063445098563}",25,12,24.332531751408894,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3063,False,"{'a': 0.002, 'e': 0.0021896797034112988}",20,15,9.022660327268154,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3064,False,"{'a': 0.002, 'e': 0.0021853047204457698}",20,9,19.926688963093312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3065,False,"{'a': 0.002, 'e': 0.0021809384787020362}",25,16,13.49253119586061,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3066,False,"{'a': 0.002, 'e': 0.0021765809607151255}",25,7,29.132579293995107,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3067,False,"{'a': 0.002, 'e': 0.0021722321490549577}",30,14,26.63679647238335,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3068,False,"{'a': 0.002, 'e': 0.0021678920263262847}",25,12,27.20623137819287,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3069,False,"{'a': 0.002, 'e': 0.002163560575168607}",20,7,23.889932742626854,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3070,False,"{'a': 0.002, 'e': 0.002159237778256115}",20,6,26.350301649129392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3071,False,"{'a': 0.002, 'e': 0.002154923618297613}",20,8,23.345165846405,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3072,False,"{'a': 0.002, 'e': 0.0021506180780364596}",20,6,26.085995930105227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3073,False,"{'a': 0.002, 'e': 0.0021463211402504854}",25,12,9.674775713258969,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3074,False,"{'a': 0.002, 'e': 0.0021420327877519343}",35,22,26.10435567030919,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3075,False,"{'a': 0.002, 'e': 0.0021377530033873902}",20,6,23.431526041666835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3076,False,"{'a': 0.002, 'e': 0.002133481770037708}",20,9,17.16871998834536,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3077,False,"{'a': 0.002, 'e': 0.0021292190706179524}",30,18,19.7213387344803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3078,False,"{'a': 0.002, 'e': 0.0021249648880773183}",20,12,14.458900270861351,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3079,False,"{'a': 0.002, 'e': 0.00212071920539907}",25,15,19.999911263513486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3080,False,"{'a': 0.002, 'e': 0.0021164820056004687}",30,16,26.17462665429806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3081,False,"{'a': 0.002, 'e': 0.002112253271732714}",20,12,19.127252147547374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3082,False,"{'a': 0.002, 'e': 0.0021080329868808623}",25,11,24.30963016286873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3083,False,"{'a': 0.002, 'e': 0.002103821134163769}",25,8,28.522726541165447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3084,False,"{'a': 0.002, 'e': 0.0020996176967340158}",20,7,20.6329091435501,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3085,False,"{'a': 0.002, 'e': 0.0020954226577778504}",25,13,21.845238401123467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3086,False,"{'a': 0.002, 'e': 0.0020912360005151103}",20,12,15.932617298156734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3087,False,"{'a': 0.002, 'e': 0.0020870577081991606}",20,8,17.808267772569554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3088,False,"{'a': 0.002, 'e': 0.0020828877641168243}",20,10,19.512708725075882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3089,False,"{'a': 0.002, 'e': 0.002078726151588324}",20,10,17.397920114307052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3090,False,"{'a': 0.002, 'e': 0.002074572853967201}",20,10,19.868570910115473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3091,False,"{'a': 0.002, 'e': 0.0020704278546402606}",20,12,5.318570420267042,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
3092,False,"{'a': 0.002, 'e': 0.002066291137027497}",25,16,16.434577838073075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3093,False,"{'a': 0.002, 'e': 0.002062162684582039}",35,19,31.244138311876867,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3094,False,"{'a': 0.002, 'e': 0.0020580424807900683}",20,14,12.030958341737595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3095,False,"{'a': 0.002, 'e': 0.002053930509170765}",20,0,33.41182287738239,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3096,False,"{'a': 0.002, 'e': 0.002049826753276235}",20,11,12.758785504342534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3097,False,"{'a': 0.002, 'e': 0.0020457311966914533}",25,18,15.12524879843949,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3098,False,"{'a': 0.002, 'e': 0.002041643823034186}",25,19,11.552876680349687,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3099,False,"{'a': 0.002, 'e': 0.002037564615954933}",20,12,15.680840275303115,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3100,False,"{'a': 0.002, 'e': 0.0020334935591368587}",25,15,16.811536013218404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3101,False,"{'a': 0.002, 'e': 0.002029430636295734}",25,14,21.353583424692147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3102,False,"{'a': 0.002, 'e': 0.0020253758311798604}",30,14,26.037648835609243,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3103,False,"{'a': 0.002, 'e': 0.002021329127570012}",20,0,35.89312303727567,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3104,False,"{'a': 0.002, 'e': 0.0020172905092793675}",30,19,22.332571046338686,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3105,False,"{'a': 0.002, 'e': 0.0020132599601534514}",20,10,16.931388998007787,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3106,False,"{'a': 0.002, 'e': 0.0020092374640700602}",20,5,31.82251474131858,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3107,False,"{'a': 0.002, 'e': 0.0020052230049392044}",25,14,18.706045734493703,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3108,False,"{'a': 0.002, 'e': 0.00200121656670304}",25,16,17.17200744578506,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3109,False,"{'a': 0.002, 'e': 0.0019972181333358127}",25,15,20.03088219567524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3110,False,"{'a': 0.002, 'e': 0.0019932276888437817}",35,11,37.961515007434315,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3111,False,"{'a': 0.002, 'e': 0.0019892452172651635}",25,18,10.757350811177577,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3112,False,"{'a': 0.002, 'e': 0.0019852707026700653}",20,11,16.10770364026676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3113,False,"{'a': 0.002, 'e': 0.001981304129160426}",25,12,22.3302013828941,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3114,False,"{'a': 0.002, 'e': 0.0019773454808699456}",20,12,15.161675269773486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3115,False,"{'a': 0.002, 'e': 0.001973394741964025}",20,16,8.970620238473934,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3116,False,"{'a': 0.002, 'e': 0.0019694518966397014}",25,15,17.439770819514354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3117,False,"{'a': 0.002, 'e': 0.0019655169291255925}",20,4,24.894917693187217,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3118,False,"{'a': 0.002, 'e': 0.0019615898236818204}",20,6,26.148682987363788,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3119,False,"{'a': 0.002, 'e': 0.0019576705645999587}",30,6,31.33040919535396,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3120,False,"{'a': 0.002, 'e': 0.001953759136202964}",20,9,14.926200243928886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3121,False,"{'a': 0.002, 'e': 0.0019498555228451206}",20,13,13.11178190141579,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3122,False,"{'a': 0.002, 'e': 0.0019459597089119686}",25,14,23.00349193986772,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3123,False,"{'a': 0.002, 'e': 0.0019420716788202466}",25,13,21.37607752176132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3124,False,"{'a': 0.002, 'e': 0.0019381914170178277}",20,16,5.2193192533274475,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3125,False,"{'a': 0.002, 'e': 0.001934318907983663}",25,17,14.804292640636255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3126,False,"{'a': 0.002, 'e': 0.0019304541362277093}",20,8,19.316817816835236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3127,False,"{'a': 0.002, 'e': 0.0019265970862908743}",20,14,11.779224589709276,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3128,False,"{'a': 0.002, 'e': 0.0019227477427449515}",30,14,29.668029289433587,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3129,False,"{'a': 0.002, 'e': 0.0019189060901925654}",20,0,33.62435668849391,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3130,False,"{'a': 0.002, 'e': 0.0019150721132670983}",30,20,19.549556126297354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3131,False,"{'a': 0.002, 'e': 0.0019112457966326377}",20,8,19.360450056377292,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3132,False,"{'a': 0.002, 'e': 0.0019074271249839103}",25,6,31.9676350561082,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3133,False,"{'a': 0.002, 'e': 0.001903616083046228}",25,20,10.567465568066217,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3134,False,"{'a': 0.002, 'e': 0.0018998126555754159}",20,6,21.123186819155325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3135,False,"{'a': 0.002, 'e': 0.001896016827357759}",20,9,20.35020991960124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3136,False,"{'a': 0.002, 'e': 0.001892228583209938}",30,15,26.17813311420477,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3137,False,"{'a': 0.002, 'e': 0.0018884479079789745}",25,15,15.77412710591492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3138,False,"{'a': 0.002, 'e': 0.0018846747865421609}",20,11,17.673899608875793,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3139,False,"{'a': 0.002, 'e': 0.0018809092038070063}",25,7,30.358149394938426,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3140,False,"{'a': 0.002, 'e': 0.001877151144711173}",25,8,28.238583370675364,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3141,False,"{'a': 0.002, 'e': 0.0018734005942224233}",35,24,20.551397102449677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3142,False,"{'a': 0.002, 'e': 0.0018696575373385483}",20,2,26.41863346876153,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3143,False,"{'a': 0.002, 'e': 0.0018659219590873154}",20,12,14.51413855987712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3144,False,"{'a': 0.002, 'e': 0.0018621938445264052}",20,9,22.4331051383932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3145,False,"{'a': 0.002, 'e': 0.0018584731787433578}",20,11,14.99105788160531,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3146,False,"{'a': 0.002, 'e': 0.0018547599468555032}",35,11,40.03764940972296,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3147,False,"{'a': 0.002, 'e': 0.001851054134009909}",20,6,28.51602526784388,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3148,False,"{'a': 0.002, 'e': 0.0018473557253833174}",20,13,12.093592832387177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3149,False,"{'a': 0.002, 'e': 0.001843664706182092}",20,12,14.498262116450888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3150,False,"{'a': 0.002, 'e': 0.0018399810616421496}",20,12,15.76912434032981,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3151,False,"{'a': 0.002, 'e': 0.0018363047770289071}",25,10,26.12833026218459,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3152,False,"{'a': 0.002, 'e': 0.0018326358376372196}",30,19,20.222621583814355,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3153,False,"{'a': 0.002, 'e': 0.0018289742287913276}",25,0,37.81998998068249,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3154,False,"{'a': 0.002, 'e': 0.0018253199358447894}",20,16,8.646332211690723,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3155,False,"{'a': 0.002, 'e': 0.0018216729441804284}",20,9,23.12111652923117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3156,False,"{'a': 0.002, 'e': 0.0018180332392102713}",25,15,17.0306999595214,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3157,False,"{'a': 0.002, 'e': 0.0018144008063754968}",20,14,11.588206009879181,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3158,False,"{'a': 0.002, 'e': 0.001810775631146367}",30,16,27.170194061919183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3159,False,"{'a': 0.002, 'e': 0.0018071576990221763}",20,6,24.88973957980103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3160,False,"{'a': 0.002, 'e': 0.0018035469955311894}",20,14,11.873680380229676,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3161,False,"{'a': 0.002, 'e': 0.0017999435062305911}",20,6,24.140720110602707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3162,False,"{'a': 0.002, 'e': 0.0017963472167064176}",25,6,28.837136992238825,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3163,False,"{'a': 0.002, 'e': 0.001792758112573506}",20,9,25.273308939672432,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3164,False,"{'a': 0.002, 'e': 0.0017891761794754334}",20,2,26.517707052644596,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3165,False,"{'a': 0.002, 'e': 0.001785601403084466}",30,15,31.38056622397442,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3166,False,"{'a': 0.002, 'e': 0.0017820337691014916}",30,13,30.3636389230059,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3167,False,"{'a': 0.002, 'e': 0.0017784732632559698}",20,10,16.766289493535815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3168,False,"{'a': 0.002, 'e': 0.0017749198713058708}",25,11,24.55622335756496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3169,False,"{'a': 0.002, 'e': 0.001771373579037625}",30,13,30.50703722717275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3170,False,"{'a': 0.002, 'e': 0.0017678343722660572}",35,18,36.69993682724346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3171,False,"{'a': 0.002, 'e': 0.0017643022368343355}",20,8,20.074246107781953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3172,False,"{'a': 0.002, 'e': 0.0017607771586139122}",20,15,9.823724987658931,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3173,False,"{'a': 0.002, 'e': 0.0017572591235044724}",20,3,23.254884016767136,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3174,False,"{'a': 0.002, 'e': 0.0017537481174338698}",20,7,26.46498527715601,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3175,False,"{'a': 0.002, 'e': 0.0017502441263580752}",25,12,24.932531726697704,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3176,False,"{'a': 0.002, 'e': 0.0017467471362611182}",25,11,28.61517199086287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3177,False,"{'a': 0.002, 'e': 0.0017432571331550365}",20,12,16.254329370055608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3178,False,"{'a': 0.002, 'e': 0.001739774103079812}",20,9,19.178747167596015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3179,False,"{'a': 0.002, 'e': 0.0017362980321033196}",35,13,35.53216907189166,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3180,False,"{'a': 0.002, 'e': 0.001732828906321269}",20,16,5.933414654814989,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3181,False,"{'a': 0.002, 'e': 0.0017293667118571557}",25,5,35.90980785438802,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3182,False,"{'a': 0.002, 'e': 0.0017259114348621956}",20,2,28.16738750834806,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3183,False,"{'a': 0.002, 'e': 0.0017224630615152762}",25,15,24.35475031477644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3184,False,"{'a': 0.002, 'e': 0.001719021578022898}",25,15,14.313519751817706,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3185,False,"{'a': 0.002, 'e': 0.0017155869706191255}",30,7,41.94356425763405,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3186,False,"{'a': 0.002, 'e': 0.0017121592255655228}",20,5,19.00558959897151,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3187,False,"{'a': 0.002, 'e': 0.0017087383291511053}",20,3,26.006422526270455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3188,False,"{'a': 0.002, 'e': 0.0017053242676922811}",25,7,30.61177329730054,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3189,False,"{'a': 0.002, 'e': 0.0017019170275328031}",20,5,26.60150406070949,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3190,False,"{'a': 0.002, 'e': 0.0016985165950437044}",20,0,30.783071909040707,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3191,False,"{'a': 0.002, 'e': 0.0016951229566232505}",20,6,23.272289984708618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3192,False,"{'a': 0.002, 'e': 0.0016917360986968817}",20,6,23.473959361764773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3193,False,"{'a': 0.002, 'e': 0.001688356007717165}",20,14,9.092314948835833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3194,False,"{'a': 0.002, 'e': 0.0016849826701637303}",20,9,22.098389059477032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3195,False,"{'a': 0.002, 'e': 0.0016816160725432229}",25,13,21.66991352899637,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3196,False,"{'a': 0.002, 'e': 0.0016782562013892464}",30,17,20.032947286644195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3197,False,"{'a': 0.002, 'e': 0.0016749030432623145}",25,18,13.410342757590858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3198,False,"{'a': 0.002, 'e': 0.0016715565847497888}",20,12,14.884940610004719,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3199,False,"{'a': 0.002, 'e': 0.0016682168124658309}",20,10,18.79166074833176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3200,False,"{'a': 0.002, 'e': 0.0016648837130513456}",35,21,26.09255701383943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3201,False,"{'a': 0.002, 'e': 0.001661557273173934}",25,10,23.50361054114516,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3202,False,"{'a': 0.002, 'e': 0.0016582374795278303}",25,19,15.360011068498062,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3203,False,"{'a': 0.002, 'e': 0.001654924318833856}",20,0,26.25061531838987,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3204,False,"{'a': 0.002, 'e': 0.0016516177778393632}",30,22,12.126825143678616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3205,False,"{'a': 0.002, 'e': 0.0016483178433181827}",20,6,23.222367836078785,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3206,False,"{'a': 0.002, 'e': 0.0016450245020705747}",20,5,27.736031318029678,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3207,False,"{'a': 0.002, 'e': 0.0016417377409231682}",20,6,24.27711651415525,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3208,False,"{'a': 0.002, 'e': 0.0016384575467289146}",25,13,20.36342891969801,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3209,False,"{'a': 0.002, 'e': 0.0016351839063670308}",30,16,23.58786420929153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3210,False,"{'a': 0.002, 'e': 0.0016319168067429543}",20,0,30.391479573777126,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3211,False,"{'a': 0.002, 'e': 0.0016286562347882806}",20,4,28.85973651260111,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3212,False,"{'a': 0.002, 'e': 0.0016254021774607177}",25,6,34.04677851055797,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3213,False,"{'a': 0.002, 'e': 0.0016221546217440304}",30,3,48.12962542406851,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
3214,False,"{'a': 0.002, 'e': 0.0016189135546479945}",20,14,8.733199872360736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3215,False,"{'a': 0.002, 'e': 0.0016156789632083355}",30,14,31.79055803430533,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3216,False,"{'a': 0.002, 'e': 0.0016124508344866836}",30,16,24.805885692192167,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3217,False,"{'a': 0.002, 'e': 0.0016092291555705183}",25,14,19.201863865741768,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3218,False,"{'a': 0.002, 'e': 0.0016060139135731222}",20,16,6.578120055285579,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3219,False,"{'a': 0.002, 'e': 0.0016028050956335218}",25,18,9.614059451902133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3220,False,"{'a': 0.002, 'e': 0.0015996026889164411}",25,8,29.993705863887293,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3221,False,"{'a': 0.002, 'e': 0.0015964066806122474}",20,12,14.377699415859354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3222,False,"{'a': 0.002, 'e': 0.001593217057936906}",20,6,25.134287496339994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3223,False,"{'a': 0.002, 'e': 0.0015900338081319208}",20,7,26.96696362447696,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3224,False,"{'a': 0.002, 'e': 0.0015868569184642881}",20,2,34.41546145262076,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3225,False,"{'a': 0.002, 'e': 0.0015836863762264436}",20,8,19.65493362045222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3226,False,"{'a': 0.002, 'e': 0.001580522168736217}",30,13,30.7163604254427,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3227,False,"{'a': 0.002, 'e': 0.0015773642833367728}",20,5,28.297828773338406,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3228,False,"{'a': 0.002, 'e': 0.0015742127073965651}",20,2,32.2439272512032,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3229,False,"{'a': 0.002, 'e': 0.0015710674283092845}",20,2,32.65108096083823,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3230,False,"{'a': 0.002, 'e': 0.0015679284334938132}",25,12,24.079433244438142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3231,False,"{'a': 0.002, 'e': 0.0015647957103941666}",30,22,12.120886709853622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3232,False,"{'a': 0.002, 'e': 0.0015616692464794479}",30,20,21.106950427806453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3233,False,"{'a': 0.002, 'e': 0.001558549029243796}",20,10,17.363216196982275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3234,False,"{'a': 0.002, 'e': 0.0015554350462063404}",25,17,12.994480489805426,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3235,False,"{'a': 0.002, 'e': 0.0015523272849111436}",30,13,32.24893234071874,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3236,False,"{'a': 0.002, 'e': 0.0015492257329271562}",30,22,12.397207304819146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3237,False,"{'a': 0.002, 'e': 0.0015461303778481648}",25,11,22.140653147638055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3238,False,"{'a': 0.002, 'e': 0.0015430412072927478}",20,6,25.927356714357437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3239,False,"{'a': 0.002, 'e': 0.0015399582089042172}",20,12,13.356543383632303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3240,False,"{'a': 0.002, 'e': 0.0015368813703505754}",25,11,30.835088968036015,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3241,False,"{'a': 0.002, 'e': 0.001533810679324463}",30,14,33.01735233421306,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3242,False,"{'a': 0.002, 'e': 0.0015307461235431145}",25,13,18.796983705643168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
